,Experimental,Ligand,Predicted,Cell,Donor,Animal,Concentration
23,0.2502041,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
24,0.00451823,hNeo4,3.0210288975326635e-06,Macrophage,0,Human,-12.6227
25,0.0,hNeo4,1.2085118254861034e-05,Macrophage,0,Human,-12.0206
26,0.0,hNeo4,4.8343156410525144e-05,Macrophage,0,Human,-11.4185
27,0.0,hNeo4,0.00019331760949017817,Macrophage,0,Human,-10.8165
28,0.0,hNeo4,0.0007728889878392403,Macrophage,0,Human,-10.2144
29,0.010108029999999999,hNeo4,0.0030841927651896143,Macrophage,0,Human,-9.61236
30,0.06430473,hNeo4,0.012222572912583983,Macrophage,0,Human,-9.0103
31,0.1276263,hNeo4,0.04714470117793003,Macrophage,0,Human,-8.40824
32,0.17470870000000002,hNeo4,0.16501364235603466,Macrophage,0,Human,-7.80618
33,0.221526,hNeo4,0.44010337957953416,Macrophage,0,Human,-7.20412
34,0.23776509999999998,hNeo4,0.7546597884235138,Macrophage,0,Human,-6.60206
35,0.26525010000000004,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
36,0.01201972376,hNeo4,4.526657149813349e-05,Macrophage,0,Human,-11.44705875
37,0.01094971868,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
38,0.02578712249,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
39,0.03748584472,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
40,0.08506540405999999,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
41,0.168632801,hNeo4,0.2597051446577531,Macrophage,0,Human,-7.556302501
42,0.1697384729,hNeo4,0.6743259729544058,Macrophage,0,Human,-6.77815125
43,0.19042523790000002,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
44,0.01387439924,hNeo4,4.526657149813349e-05,Macrophage,0,Human,-11.44705875
45,0.0138387324,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
46,0.01747674968,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
47,0.02660745972,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
48,0.1117441975,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
49,0.1526897253,hNeo4,0.2597051446577531,Macrophage,0,Human,-7.556302501
50,0.16089309759999998,hNeo4,0.6743259729544058,Macrophage,0,Human,-6.77815125
51,0.17230648510000002,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
52,0.005920694789999999,hNeo4,4.526657149813349e-05,Macrophage,0,Human,-11.44705875
53,0.00920204371,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
54,0.01647807827,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
55,0.02910413824,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
56,0.06230996264,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
57,0.1326449634,hNeo4,0.2597051446577531,Macrophage,0,Human,-7.556302501
58,0.1596804251,hNeo4,0.6743259729544058,Macrophage,0,Human,-6.77815125
59,0.1634967766,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
60,0.0,hNeo4,4.526657149813349e-05,Macrophage,0,Human,-11.44705875
61,0.0,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
62,0.0,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
63,0.0,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
64,0.0,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
65,0.038467568540000004,hNeo4,0.2597051446577531,Macrophage,0,Human,-7.556302501
66,0.07565848414000001,hNeo4,0.6743259729544058,Macrophage,0,Human,-6.77815125
67,0.07841336678000001,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
68,0.0,hNeo4,4.526657149813349e-05,Macrophage,0,Human,-11.44705875
69,0.0,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
70,0.0,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
71,0.0,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
72,0.0,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
73,0.034839186529999996,hNeo4,0.2597051446577531,Macrophage,0,Human,-7.556302501
74,0.05721420892,hNeo4,0.6743259729544058,Macrophage,0,Human,-6.77815125
75,0.06195126321,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
76,0.0,hNeo4,4.526657149813349e-05,Macrophage,0,Human,-11.44705875
77,0.0,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
78,0.0,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
79,0.0,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
80,0.0,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
81,0.03016932449,hNeo4,0.2597051446577531,Macrophage,0,Human,-7.556302501
82,0.0381987995,hNeo4,0.6743259729544058,Macrophage,0,Human,-6.77815125
83,0.034872782660000004,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
84,0.0,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
85,0.0,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
86,0.02564964586,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
87,0.1528511067,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
88,0.22886024500000002,hNeo4,0.2597051446577531,Macrophage,0,Human,-7.556302501
89,0.2713116696,hNeo4,0.6743259729544058,Macrophage,0,Human,-6.77815125
90,0.2454862889,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
91,0.0,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
92,0.0,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
93,0.03558248458,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
94,0.15881081,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
95,0.2581391973,hNeo4,0.2597051446577531,Macrophage,0,Human,-7.556302501
96,0.2723202347,hNeo4,0.6743259729544058,Macrophage,0,Human,-6.77815125
97,0.29197197410000003,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
0,0.021462572299999996,hIL13,0.0009875035456896456,Macrophage,0,Human,-13.00336125
1,0.0,hIL13,0.0058908163222300206,Macrophage,0,Human,-12.22521
2,0.0,hIL13,0.03416730001982105,Macrophage,0,Human,-11.44705875
3,0.0,hIL13,0.17153985114309714,Macrophage,0,Human,-10.6689075
4,0.2736344257,hIL13,0.5369414929514505,Macrophage,0,Human,-9.890756252
5,0.7841212112,hIL13,0.8671567997873693,Macrophage,0,Human,-9.112605002
6,0.9303631599000001,hIL13,0.9767581206290902,Macrophage,0,Human,-8.334453751
7,0.8783762101000001,hIL13,1.0093498868932385,Macrophage,0,Human,-7.556302501
8,0.00994047937,hIL13,0.0009875035456896456,Macrophage,0,Human,-13.00336125
9,0.0,hIL13,0.0058908163222300206,Macrophage,0,Human,-12.22521
10,0.0,hIL13,0.03416730001982105,Macrophage,0,Human,-11.44705875
11,0.0,hIL13,0.17153985114309714,Macrophage,0,Human,-10.6689075
12,0.2699363534,hIL13,0.5369414929514505,Macrophage,0,Human,-9.890756252
13,0.7538031311000001,hIL13,0.8671567997873693,Macrophage,0,Human,-9.112605002
14,0.9278264656999999,hIL13,0.9767581206290902,Macrophage,0,Human,-8.334453751
15,0.8303623958,hIL13,1.0093498868932385,Macrophage,0,Human,-7.556302501
0,0.00943415,mIL4,0.014079797110706862,Macrophage,0,Mouse,-13.2483
1,0.011704019999999999,mIL4,0.03998754192691539,Macrophage,0,Mouse,-12.7712
2,0.030584129999999998,mIL4,0.10406166071011214,Macrophage,0,Mouse,-12.2941
3,0.06566071,mIL4,0.22898639720811562,Macrophage,0,Mouse,-11.817
4,0.2448031,mIL4,0.403458559507082,Macrophage,0,Mouse,-11.3398
5,0.5819378,mIL4,0.5801871634243357,Macrophage,0,Mouse,-10.8627
6,0.9608996000000001,mIL4,0.7232800118028726,Macrophage,0,Mouse,-10.3856
7,1.013367,mIL4,0.826347518111829,Macrophage,0,Mouse,-9.90849
8,0.873356,mIL4,0.8987195886724118,Macrophage,0,Mouse,-9.43136
9,1.0251649999999999,mIL4,0.949613032071384,Macrophage,0,Mouse,-8.95424
10,0.9538890999999999,mIL4,0.9814538649681457,Macrophage,0,Mouse,-8.47712
11,1.064321,mIL4,0.9971220091940979,Macrophage,0,Mouse,-8.0
12,0.02224945,mIL4,0.014079797110706862,Macrophage,0,Mouse,-13.2483
13,0.02350261,mIL4,0.03998754192691539,Macrophage,0,Mouse,-12.7712
14,0.02579612,mIL4,0.10406166071011214,Macrophage,0,Mouse,-12.2941
15,0.07823957,mIL4,0.22898639720811562,Macrophage,0,Mouse,-11.817
16,0.2869139,mIL4,0.403458559507082,Macrophage,0,Mouse,-11.3398
17,0.6711484,mIL4,0.5801871634243357,Macrophage,0,Mouse,-10.8627
18,0.8541094,mIL4,0.7232800118028726,Macrophage,0,Mouse,-10.3856
19,0.9412747,mIL4,0.826347518111829,Macrophage,0,Mouse,-9.90849
20,0.9910463,mIL4,0.8987195886724118,Macrophage,0,Mouse,-9.43136
21,1.093344,mIL4,0.949613032071384,Macrophage,0,Mouse,-8.95424
22,1.091228,mIL4,0.9814538649681457,Macrophage,0,Mouse,-8.47712
23,1.085742,mIL4,0.9971220091940979,Macrophage,0,Mouse,-8.0
24,0.00497105,mIL4,0.014079797110706862,Macrophage,0,Mouse,-13.2483
25,0.00811658,mIL4,0.03998754192691539,Macrophage,0,Mouse,-12.7712
26,0.02711143,mIL4,0.10406166071011214,Macrophage,0,Mouse,-12.2941
27,0.06493261,mIL4,0.22898639720811562,Macrophage,0,Mouse,-11.817
28,0.3184188,mIL4,0.403458559507082,Macrophage,0,Mouse,-11.3398
29,0.6758852000000001,mIL4,0.5801871634243357,Macrophage,0,Mouse,-10.8627
30,0.9710496000000001,mIL4,0.7232800118028726,Macrophage,0,Mouse,-10.3856
31,1.0074379999999998,mIL4,0.826347518111829,Macrophage,0,Mouse,-9.90849
32,0.9685781,mIL4,0.8987195886724118,Macrophage,0,Mouse,-9.43136
33,1.1097709999999998,mIL4,0.949613032071384,Macrophage,0,Mouse,-8.95424
34,0.9728283000000001,mIL4,0.9814538649681457,Macrophage,0,Mouse,-8.47712
35,1.079196,mIL4,0.9971220091940979,Macrophage,0,Mouse,-8.0
36,0.0023310600000000002,mIL4,0.014079797110706862,Macrophage,0,Mouse,-13.2483
37,0.16473749999999998,mIL4,0.03998754192691539,Macrophage,0,Mouse,-12.7712
38,0.010335289999999999,mIL4,0.10406166071011214,Macrophage,0,Mouse,-12.2941
39,0.04516074,mIL4,0.22898639720811562,Macrophage,0,Mouse,-11.817
40,0.2768155,mIL4,0.403458559507082,Macrophage,0,Mouse,-11.3398
41,0.6747244000000001,mIL4,0.5801871634243357,Macrophage,0,Mouse,-10.8627
42,0.9421969,mIL4,0.7232800118028726,Macrophage,0,Mouse,-10.3856
43,0.9083450999999999,mIL4,0.826347518111829,Macrophage,0,Mouse,-9.90849
44,1.113731,mIL4,0.8987195886724118,Macrophage,0,Mouse,-9.43136
45,1.042114,mIL4,0.949613032071384,Macrophage,0,Mouse,-8.95424
46,1.0061,mIL4,0.9814538649681457,Macrophage,0,Mouse,-8.47712
47,1.088773,mIL4,0.9971220091940979,Macrophage,0,Mouse,-8.0
48,0.0,mIL4,0.004510060198762757,Macrophage,0,Mouse,-13.75133342
49,0.0,mIL4,0.029935705798326592,Macrophage,0,Mouse,-12.90623538
50,0.00942363928,mIL4,0.15695644776245812,Macrophage,0,Mouse,-12.06113734
51,0.2875483445,mIL4,0.4510671148301922,Macrophage,0,Mouse,-11.2160393
52,0.9373549665,mIL4,0.7270158456244155,Macrophage,0,Mouse,-10.37094126
53,1.04132629,mIL4,0.8862874097747107,Macrophage,0,Mouse,-9.525843224
54,0.9971795113999999,mIL4,0.9701390424349982,Macrophage,0,Mouse,-8.680745184
55,0.8860201868,mIL4,1.0,Macrophage,0,Mouse,-7.835647144
56,0.0,mIL4,0.004510060198762757,Macrophage,0,Mouse,-13.75133342
57,0.0,mIL4,0.029935705798326592,Macrophage,0,Mouse,-12.90623538
58,0.0,mIL4,0.15695644776245812,Macrophage,0,Mouse,-12.06113734
59,0.2960381096,mIL4,0.4510671148301922,Macrophage,0,Mouse,-11.2160393
60,0.9550136779999999,mIL4,0.7270158456244155,Macrophage,0,Mouse,-10.37094126
61,1.0228752,mIL4,0.8862874097747107,Macrophage,0,Mouse,-9.525843224
62,1.17144609,mIL4,0.9701390424349982,Macrophage,0,Mouse,-8.680745184
63,0.8811527214,mIL4,1.0,Macrophage,0,Mouse,-7.835647144
0,0.013288,mNeo4,0.01638026354388866,Macrophage,0,Mouse,-10.0722
1,0.026840000000000003,mNeo4,0.04611677787481681,Macrophage,0,Mouse,-9.59512
2,0.06515,mNeo4,0.11771652912210855,Macrophage,0,Mouse,-9.118
3,0.20989999999999998,mNeo4,0.2511206533688498,Macrophage,0,Mouse,-8.64088
4,0.50127,mNeo4,0.4278533848993862,Macrophage,0,Mouse,-8.16376
5,0.8765900000000001,mNeo4,0.5988990255802014,Macrophage,0,Mouse,-7.68664
6,1.059839,mNeo4,0.731737082268726,Macrophage,0,Mouse,-7.20952
7,0.8553507,mNeo4,0.8216767871970322,Macrophage,0,Mouse,-6.73239
8,1.17122,mNeo4,0.8771672707141344,Macrophage,0,Mouse,-6.25527
9,1.0204241,mNeo4,0.9085540990770217,Macrophage,0,Mouse,-5.77815
10,1.090459,mNeo4,0.924655943456176,Macrophage,0,Mouse,-5.30103
11,1.14652,mNeo4,0.9329664181788763,Macrophage,0,Mouse,-4.82391
12,0.01992,mNeo4,0.01638026354388866,Macrophage,0,Mouse,-10.0722
13,0.022719999999999997,mNeo4,0.04611677787481681,Macrophage,0,Mouse,-9.59512
14,0.056749999999999995,mNeo4,0.11771652912210855,Macrophage,0,Mouse,-9.118
15,0.15539999999999998,mNeo4,0.2511206533688498,Macrophage,0,Mouse,-8.64088
16,0.43012,mNeo4,0.4278533848993862,Macrophage,0,Mouse,-8.16376
17,0.6523,mNeo4,0.5988990255802014,Macrophage,0,Mouse,-7.68664
18,0.6457305999999999,mNeo4,0.731737082268726,Macrophage,0,Mouse,-7.20952
19,0.8869499999999999,mNeo4,0.8216767871970322,Macrophage,0,Mouse,-6.73239
20,0.77837,mNeo4,0.8771672707141344,Macrophage,0,Mouse,-6.25527
21,0.7920699999999999,mNeo4,0.9085540990770217,Macrophage,0,Mouse,-5.77815
22,0.900239,mNeo4,0.924655943456176,Macrophage,0,Mouse,-5.30103
23,1.09834,mNeo4,0.9329664181788763,Macrophage,0,Mouse,-4.82391
24,0.005850999999999999,mNeo4,0.01638026354388866,Macrophage,0,Mouse,-10.0722
25,0.022959999999999998,mNeo4,0.04611677787481681,Macrophage,0,Mouse,-9.59512
26,0.23998666,mNeo4,0.11771652912210855,Macrophage,0,Mouse,-9.118
27,0.24709,mNeo4,0.2511206533688498,Macrophage,0,Mouse,-8.64088
28,0.59167,mNeo4,0.4278533848993862,Macrophage,0,Mouse,-8.16376
29,1.0361799999999999,mNeo4,0.5988990255802014,Macrophage,0,Mouse,-7.68664
30,1.27934,mNeo4,0.731737082268726,Macrophage,0,Mouse,-7.20952
31,1.237239,mNeo4,0.8216767871970322,Macrophage,0,Mouse,-6.73239
32,1.25977,mNeo4,0.8771672707141344,Macrophage,0,Mouse,-6.25527
33,1.1225589999999999,mNeo4,0.9085540990770217,Macrophage,0,Mouse,-5.77815
34,1.09315,mNeo4,0.924655943456176,Macrophage,0,Mouse,-5.30103
35,1.2841322,mNeo4,0.9329664181788763,Macrophage,0,Mouse,-4.82391
36,0.0042970000000000005,mNeo4,0.01638026354388866,Macrophage,0,Mouse,-10.0722
37,0.009371,mNeo4,0.04611677787481681,Macrophage,0,Mouse,-9.59512
38,0.04555,mNeo4,0.11771652912210855,Macrophage,0,Mouse,-9.118
39,0.16261,mNeo4,0.2511206533688498,Macrophage,0,Mouse,-8.64088
40,0.450362,mNeo4,0.4278533848993862,Macrophage,0,Mouse,-8.16376
41,0.7182559999999999,mNeo4,0.5988990255802014,Macrophage,0,Mouse,-7.68664
42,0.74405,mNeo4,0.731737082268726,Macrophage,0,Mouse,-7.20952
43,0.80062,mNeo4,0.8216767871970322,Macrophage,0,Mouse,-6.73239
44,0.8272499999999999,mNeo4,0.8771672707141344,Macrophage,0,Mouse,-6.25527
45,0.8650199999999999,mNeo4,0.9085540990770217,Macrophage,0,Mouse,-5.77815
46,0.913025,mNeo4,0.9329664181788763,Macrophage,0,Mouse,-4.82391
47,0.0,mNeo4,0.0012120585273494545,Macrophage,0,Mouse,-11.21671628
48,0.0,mNeo4,0.008359571941743449,Macrophage,0,Mouse,-10.37161824
49,0.0,mNeo4,0.05318415742209698,Macrophage,0,Mouse,-9.526520196
50,0.1286765399,mNeo4,0.2375028945548377,Macrophage,0,Mouse,-8.681422156
51,0.7075087256,mNeo4,0.5484609300532859,Macrophage,0,Mouse,-7.836324116
52,1.3046788040000001,mNeo4,0.7778318852324896,Macrophage,0,Mouse,-6.991226076
53,1.127299311,mNeo4,0.8861271571848091,Macrophage,0,Mouse,-6.146128036
54,1.267097444,mNeo4,0.92465594354877,Macrophage,0,Mouse,-5.301029996
55,0.0,mNeo4,0.0012120585273494545,Macrophage,0,Mouse,-11.21671628
56,0.0,mNeo4,0.008359571941743449,Macrophage,0,Mouse,-10.37161824
57,0.0,mNeo4,0.05318415742209698,Macrophage,0,Mouse,-9.526520196
58,0.1198471842,mNeo4,0.2375028945548377,Macrophage,0,Mouse,-8.681422156
59,0.7047354023,mNeo4,0.5484609300532859,Macrophage,0,Mouse,-7.836324116
60,1.056268277,mNeo4,0.7778318852324896,Macrophage,0,Mouse,-6.991226076
61,1.209593435,mNeo4,0.8861271571848091,Macrophage,0,Mouse,-6.146128036
62,1.237666258,mNeo4,0.92465594354877,Macrophage,0,Mouse,-5.301029996
0,0.0,hIL4,0.0013695624093583783,A549,0,Human,-13.0206
1,0.0,hIL4,0.0054554856137799404,A549,0,Human,-12.4185
2,0.00155518,hIL4,0.021454801617459954,A549,0,Human,-11.8165
3,0.1319957,hIL4,0.08046948046227066,A549,0,Human,-11.2144
4,0.4892977,hIL4,0.2579651389856733,A549,0,Human,-10.6124
5,0.9598362,hIL4,0.5788332228734269,A549,0,Human,-10.0103
6,1.137807,hIL4,0.8451100796979973,A549,0,Human,-9.40824
7,1.027972,hIL4,0.9564988910374351,A549,0,Human,-8.80618
8,1.0266119999999999,hIL4,0.9892738395871378,A549,0,Human,-8.20412
9,0.982289,hIL4,0.9978354714066869,A549,0,Human,-7.60206
10,0.9021002,hIL4,1.0,A549,0,Human,-7.0
11,0.0,hIL4,0.0013695624093583783,A549,0,Human,-13.0206
12,0.0,hIL4,0.0054554856137799404,A549,0,Human,-12.4185
13,0.015260180000000002,hIL4,0.021454801617459954,A549,0,Human,-11.8165
14,0.1521158,hIL4,0.08046948046227066,A549,0,Human,-11.2144
15,0.5382858,hIL4,0.2579651389856733,A549,0,Human,-10.6124
16,0.9149303999999999,hIL4,0.5788332228734269,A549,0,Human,-10.0103
17,1.110591,hIL4,0.8451100796979973,A549,0,Human,-9.40824
18,0.9725691999999999,hIL4,0.9564988910374351,A549,0,Human,-8.80618
19,0.9547817999999999,hIL4,0.9892738395871378,A549,0,Human,-8.20412
20,0.8057764000000001,hIL4,0.9978354714066869,A549,0,Human,-7.60206
21,0.3845177,hIL4,1.0,A549,0,Human,-7.0
22,0.0,hIL4,0.0013695624093583783,A549,0,Human,-13.0206
23,0.0,hIL4,0.0054554856137799404,A549,0,Human,-12.4185
24,0.04267018,hIL4,0.021454801617459954,A549,0,Human,-11.8165
25,0.15940569999999998,hIL4,0.08046948046227066,A549,0,Human,-11.2144
26,0.5058215,hIL4,0.2579651389856733,A549,0,Human,-10.6124
27,0.8025688,hIL4,0.5788332228734269,A549,0,Human,-10.0103
28,1.132364,hIL4,0.8451100796979973,A549,0,Human,-9.40824
29,1.021266,hIL4,0.9564988910374351,A549,0,Human,-8.80618
30,1.0526609999999998,hIL4,0.9892738395871378,A549,0,Human,-8.20412
31,0.9324261,hIL4,0.9978354714066869,A549,0,Human,-7.60206
32,0.9407852,hIL4,1.0,A549,0,Human,-7.0
33,0.09737391000000001,hIL4,0.0006853156648395487,A549,0,Human,-13.3216
34,0.054489869999999996,hIL4,0.0054554856137799404,A549,0,Human,-12.4185
35,0.056255639999999996,hIL4,0.04198325635833817,A549,0,Human,-11.5154
36,0.2379041,hIL4,0.2579651389856733,A549,0,Human,-10.6124
37,0.7982358,hIL4,0.7322534086900457,A549,0,Human,-9.70927
38,0.925301,hIL4,0.9564988910374351,A549,0,Human,-8.80618
39,0.8975622,hIL4,0.9949645347267723,A549,0,Human,-7.90309
40,0.9445378,hIL4,1.0,A549,0,Human,-7.0
41,0.08113974,hIL4,0.0006853156648395487,A549,0,Human,-13.3216
42,0.04457979,hIL4,0.0054554856137799404,A549,0,Human,-12.4185
43,0.05557111,hIL4,0.04198325635833817,A549,0,Human,-11.5154
44,0.2346604,hIL4,0.2579651389856733,A549,0,Human,-10.6124
45,0.8406375,hIL4,0.7322534086900457,A549,0,Human,-9.70927
46,0.9849403999999999,hIL4,0.9564988910374351,A549,0,Human,-8.80618
47,0.9447867,hIL4,0.9949645347267723,A549,0,Human,-7.90309
48,1.039998,hIL4,1.0,A549,0,Human,-7.0
49,0.1056038,hIL4,0.0006853156648395487,A549,0,Human,-13.3216
50,0.06350539999999999,hIL4,0.0054554856137799404,A549,0,Human,-12.4185
51,0.08188648999999999,hIL4,0.04198325635833817,A549,0,Human,-11.5154
52,0.2769999,hIL4,0.2579651389856733,A549,0,Human,-10.6124
53,0.9552646,hIL4,0.7322534086900457,A549,0,Human,-9.70927
54,1.112449,hIL4,0.9564988910374351,A549,0,Human,-8.80618
55,1.014531,hIL4,0.9949645347267723,A549,0,Human,-7.90309
56,1.158585,hIL4,1.0,A549,0,Human,-7.0
57,0.03200822896,hIL4,0.014169893953662579,A549,0,Human,-12.0
58,0.04513825861,hIL4,0.125207306831112,A549,0,Human,-11.0
59,0.19362255699999997,hIL4,0.5845551084976236,A549,0,Human,-10.0
60,0.7965753010000001,hIL4,0.933355913591746,A549,0,Human,-9.0
61,1.0350940880000001,hIL4,0.9935354935957426,A549,0,Human,-8.0
62,0.9629091789,hIL4,1.0,A549,0,Human,-7.0
